structure,type,seas_adj,date,value
imp_ex_v,nom,csa,1983-07-01,19105.7377720012
imp_ex_v,nom,csa,1983-10-01,19808.6436204084
imp_ex_v,nom,csa,1984-01-01,20771.7951350106
imp_ex_v,nom,csa,1984-04-01,20814.1022697248
imp_ex_v,nom,csa,1984-07-01,21784.6503530328
imp_ex_v,nom,csa,1984-10-01,22484.4012843482
imp_ex_v,nom,csa,1985-01-01,23293.7902729295
imp_ex_v,nom,csa,1985-04-01,23794.2005756735
imp_ex_v,nom,csa,1985-07-01,23681.7854134929
imp_ex_v,nom,csa,1985-10-01,23795.7800986288
imp_ex_v,nom,csa,1986-01-01,23590.8360040863
imp_ex_v,nom,csa,1986-04-01,23344.3782558037
imp_ex_v,nom,csa,1986-07-01,23112.0956724704
imp_ex_v,nom,csa,1986-10-01,22373.1557673861
imp_ex_v,nom,csa,1987-01-01,22674.2412646524
imp_ex_v,nom,csa,1987-04-01,23337.4114318794
imp_ex_v,nom,csa,1987-07-01,23760.1719612014
imp_ex_v,nom,csa,1987-10-01,24477.1574788927
imp_ex_v,nom,csa,1988-01-01,24442.6052083708
imp_ex_v,nom,csa,1988-04-01,25363.6290044576
imp_ex_v,nom,csa,1988-07-01,26535.8902272378
imp_ex_v,nom,csa,1988-10-01,27263.677152845
imp_ex_v,nom,csa,1989-01-01,28270.7864211725
imp_ex_v,nom,csa,1989-04-01,29471.1243621708
imp_ex_v,nom,csa,1989-07-01,29220.3773186754
imp_ex_v,nom,csa,1989-10-01,30458.8462193937
imp_ex_v,nom,csa,1990-01-01,30863.2034008374
imp_ex_v,nom,csa,1990-04-01,30216.7886843806
imp_ex_v,nom,csa,1990-07-01,29811.3668535155
imp_ex_v,nom,csa,1990-10-01,29460.0556913468
imp_ex_v,nom,csa,1991-01-01,29781.6470409125
imp_ex_v,nom,csa,1991-04-01,29908.9962005744
imp_ex_v,nom,csa,1991-07-01,30331.7965763646
imp_ex_v,nom,csa,1991-10-01,30434.3038345978
imp_ex_v,nom,csa,1992-01-01,30694.7027649398
imp_ex_v,nom,csa,1992-04-01,30697.1614570797
imp_ex_v,nom,csa,1992-07-01,29807.597865337
imp_ex_v,nom,csa,1992-10-01,29176.6133930542
imp_ex_v,nom,csa,1993-01-01,29207.8736592605
imp_ex_v,nom,csa,1993-04-01,29796.717828596
imp_ex_v,nom,csa,1993-07-01,29797.6036966164
imp_ex_v,nom,csa,1993-10-01,30079.5789817552
imp_ex_v,nom,csa,1994-01-01,29916.7908656815
imp_ex_v,nom,csa,1994-04-01,30812.0911321302
imp_ex_v,nom,csa,1994-07-01,31054.0973916772
imp_ex_v,nom,csa,1994-10-01,31872.3028230077
imp_ex_v,nom,csa,1995-01-01,31383.2287373633
imp_ex_v,nom,csa,1995-04-01,31950.180599727
imp_ex_v,nom,csa,1995-07-01,31422.2952520998
imp_ex_v,nom,csa,1995-10-01,32122.4824916621
imp_ex_v,nom,csa,1996-01-01,32421.1990987311
imp_ex_v,nom,csa,1996-04-01,32313.6619116875
imp_ex_v,nom,csa,1996-07-01,32414.6223499164
imp_ex_v,nom,csa,1996-10-01,33202.2149010691
imp_ex_v,nom,csa,1997-01-01,34989.3564624178
imp_ex_v,nom,csa,1997-04-01,35516.581988374
imp_ex_v,nom,csa,1997-07-01,36299.2800877676
imp_ex_v,nom,csa,1997-10-01,36345.4602983266
imp_ex_v,nom,csa,1998-01-01,36952.3169506632
imp_ex_v,nom,csa,1998-04-01,37838.6620363206
imp_ex_v,nom,csa,1998-07-01,37718.8791422521
imp_ex_v,nom,csa,1998-10-01,38327.2245996927
imp_ex_v,nom,csa,1999-01-01,38493.1639654943
imp_ex_v,nom,csa,1999-04-01,38970.6145668945
imp_ex_v,nom,csa,1999-07-01,41052.4319426706
imp_ex_v,nom,csa,1999-10-01,42375.9898921097
imp_ex_v,nom,csa,2000-01-01,43805.2407879296
imp_ex_v,nom,csa,2000-04-01,44651.4014695679
imp_ex_v,nom,csa,2000-07-01,45753.8958965306
imp_ex_v,nom,csa,2000-10-01,47661.1768832839
imp_ex_v,nom,csa,2001-01-01,46664.5375461594
imp_ex_v,nom,csa,2001-04-01,46739.553393468
imp_ex_v,nom,csa,2001-07-01,45435.6672001054
imp_ex_v,nom,csa,2001-10-01,43783.9517813227
imp_ex_v,nom,csa,2002-01-01,44382.830028068
imp_ex_v,nom,csa,2002-04-01,45022.263374429
imp_ex_v,nom,csa,2002-07-01,43487.6356705708
imp_ex_v,nom,csa,2002-10-01,42852.4635525279
imp_ex_v,nom,csa,2003-01-01,43914.3880978163
imp_ex_v,nom,csa,2003-04-01,42548.1304006633
imp_ex_v,nom,csa,2003-07-01,44080.3337506678
imp_ex_v,nom,csa,2003-10-01,45362.315852413
imp_ex_v,nom,csa,2004-01-01,46378.6681552306
imp_ex_v,nom,csa,2004-04-01,47138.2306551087
imp_ex_v,nom,csa,2004-07-01,48307.7848317778
imp_ex_v,nom,csa,2004-10-01,48363.9474762865
imp_ex_v,nom,csa,2005-01-01,49422.5844801749
imp_ex_v,nom,csa,2005-04-01,50892.4342089765
imp_ex_v,nom,csa,2005-07-01,52196.8088134315
imp_ex_v,nom,csa,2005-10-01,53512.6586952699
imp_ex_v,nom,csa,2006-01-01,54541.8154573386
imp_ex_v,nom,csa,2006-04-01,55614.7877518143
imp_ex_v,nom,csa,2006-07-01,55963.5201792292
imp_ex_v,nom,csa,2006-10-01,58851.9386132245
imp_ex_v,nom,csa,2007-01-01,60962.6338135923
imp_ex_v,nom,csa,2007-04-01,61799.9485904314
imp_ex_v,nom,csa,2007-07-01,62743.5536436368
imp_ex_v,nom,csa,2007-10-01,64330.8567155678
imp_ex_v,nom,csa,2008-01-01,63348.9849673975
imp_ex_v,nom,csa,2008-04-01,65223.587412659
imp_ex_v,nom,csa,2008-07-01,65208.9495089065
imp_ex_v,nom,csa,2008-10-01,61076.4529690966
imp_ex_v,nom,csa,2009-01-01,58654.2889801968
imp_ex_v,nom,csa,2009-04-01,55777.7702926732
imp_ex_v,nom,csa,2009-07-01,57421.0983427919
imp_ex_v,nom,csa,2009-10-01,57589.6623700078
imp_ex_v,nom,csa,2010-01-01,59444.1173555196
imp_ex_v,nom,csa,2010-04-01,62082.9681975871
imp_ex_v,nom,csa,2010-07-01,62029.0290073382
imp_ex_v,nom,csa,2010-10-01,61703.5996320414
imp_ex_v,nom,csa,2011-01-01,62907.7680988615
imp_ex_v,nom,csa,2011-04-01,62368.4408080286
imp_ex_v,nom,csa,2011-07-01,61749.9527582155
imp_ex_v,nom,csa,2011-10-01,62484.5621693328
imp_ex_v,nom,csa,2012-01-01,64235.3159158306
imp_ex_v,nom,csa,2012-04-01,64255.2837453462
imp_ex_v,nom,csa,2012-07-01,66001.5107560498
imp_ex_v,nom,csa,2012-10-01,65668.1279125728
imp_ex_v,nom,csa,2013-01-01,65214.4375988026
imp_ex_v,nom,csa,2013-04-01,66866.7166264578
imp_ex_v,nom,csa,2013-07-01,67547.8012464394
imp_ex_v,nom,csa,2013-10-01,67146.6125318967
imp_ex_v,nom,csa,2014-01-01,68081.8876543247
imp_ex_v,nom,csa,2014-04-01,68023.1497046202
imp_ex_v,nom,csa,2014-07-01,69211.5155104397
imp_ex_v,nom,csa,2014-10-01,67724.465483192
imp_ex_v,nom,csa,2015-01-01,65286.112528966
imp_ex_v,nom,csa,2015-04-01,63298.9582129971
imp_ex_v,nom,csa,2015-07-01,63689.6472868882
imp_ex_v,nom,csa,2015-10-01,65794.3030914895
imp_ex_v,nom,csa,2016-01-01,66259.9833035621
imp_ex_v,nom,csa,2016-04-01,67506.1060781493
imp_ex_v,nom,csa,2016-07-01,68105.0750082812
imp_ex_v,nom,csa,2016-10-01,69047.5352863959
imp_ex_v,nom,csa,2017-01-01,69123.8040638184
imp_ex_v,nom,csa,2017-04-01,71829.1246821914
imp_ex_v,nom,csa,2017-07-01,73391.5456657654
imp_ex_v,nom,csa,2017-10-01,75612.5327812631
imp_ex_v,nom,csa,2018-01-01,77680.0300283065
imp_ex_v,nom,csa,2018-04-01,77406.7818083331
imp_ex_v,nom,csa,2018-07-01,75483.0829427838
imp_ex_v,nom,csa,2018-10-01,75252.6974187468
imp_ex_v,nom,csa,2019-01-01,77482.1168809125
imp_ex_v,nom,csa,2019-04-01,77413.9585509178
imp_ex_v,nom,csa,2019-07-01,77888.7534906637
demand_dom,real,csa,1980-01-01,86053.6440229408
demand_dom,real,csa,1980-04-01,85008.0644951953
demand_dom,real,csa,1980-07-01,85778.5565257211
demand_dom,real,csa,1980-10-01,85807.886123932
demand_dom,real,csa,1981-01-01,82103.7200981034
demand_dom,real,csa,1981-04-01,81412.1856436479
demand_dom,real,csa,1981-07-01,86876.6060454903
demand_dom,real,csa,1981-10-01,86076.9048985783
demand_dom,real,csa,1982-01-01,82449.7814338734
demand_dom,real,csa,1982-04-01,83121.5503057037
demand_dom,real,csa,1982-07-01,88295.4399883017
demand_dom,real,csa,1982-10-01,85280.9284812108
demand_dom,real,csa,1983-01-01,87775.3043267306
demand_dom,real,csa,1983-04-01,85433.4523616557
demand_dom,real,csa,1983-07-01,86898.648130371
demand_dom,real,csa,1983-10-01,86726.4450443871
demand_dom,real,csa,1984-01-01,86177.2240664917
demand_dom,real,csa,1984-04-01,83978.4367870236
demand_dom,real,csa,1984-07-01,85216.9702146615
demand_dom,real,csa,1984-10-01,87029.4571313218
demand_dom,real,csa,1985-01-01,85088.5381241461
demand_dom,real,csa,1985-04-01,88755.3962583225
demand_dom,real,csa,1985-07-01,89167.2518054551
demand_dom,real,csa,1985-10-01,88174.3683257878
demand_dom,real,csa,1986-01-01,89450.1731356605
demand_dom,real,csa,1986-04-01,91316.8531592577
demand_dom,real,csa,1986-07-01,95095.8141926845
demand_dom,real,csa,1986-10-01,98527.4321644267
demand_dom,real,csa,1987-01-01,93872.134252911
demand_dom,real,csa,1987-04-01,96349.0681446123
demand_dom,real,csa,1987-07-01,94834.2540171003
demand_dom,real,csa,1987-10-01,97184.5537567657
demand_dom,real,csa,1988-01-01,94429.6330849003
demand_dom,real,csa,1988-04-01,97077.0845903044
demand_dom,real,csa,1988-07-01,99266.0475023516
demand_dom,real,csa,1988-10-01,101224.968735479
demand_dom,real,csa,1989-01-01,98713.6951042479
demand_dom,real,csa,1989-04-01,103163.292959628
demand_dom,real,csa,1989-07-01,104154.522057896
demand_dom,real,csa,1989-10-01,105539.930369946
demand_dom,real,csa,1990-01-01,107492.991029945
demand_dom,real,csa,1990-04-01,110795.686819685
demand_dom,real,csa,1990-07-01,107152.783411196
demand_dom,real,csa,1990-10-01,107960.934354181
demand_dom,real,csa,1991-01-01,107610.02569961
demand_dom,real,csa,1991-04-01,107626.585213389
demand_dom,real,csa,1991-07-01,105661.346017471
demand_dom,real,csa,1991-10-01,105988.890692909
demand_dom,real,csa,1992-01-01,105302.723337237
demand_dom,real,csa,1992-04-01,107006.595195225
demand_dom,real,csa,1992-07-01,104350.956147675
demand_dom,real,csa,1992-10-01,104706.001364415
demand_dom,real,csa,1993-01-01,102188.16315349
demand_dom,real,csa,1993-04-01,106320.662863431
demand_dom,real,csa,1993-07-01,105325.407675891
demand_dom,real,csa,1993-10-01,106103.379330277
demand_dom,real,csa,1994-01-01,105383.069660614
demand_dom,real,csa,1994-04-01,108757.370397656
demand_dom,real,csa,1994-07-01,107671.485219113
demand_dom,real,csa,1994-10-01,108424.736965393
demand_dom,real,csa,1995-01-01,108460.745429161
demand_dom,real,csa,1995-04-01,110256.519805353
demand_dom,real,csa,1995-07-01,109083.880637792
demand_dom,real,csa,1995-10-01,109084.372010204
demand_dom,real,csa,1996-01-01,110097.926303289
demand_dom,real,csa,1996-04-01,110887.505759298
demand_dom,real,csa,1996-07-01,109250.50484451
demand_dom,real,csa,1996-10-01,109950.056077055
demand_dom,real,csa,1997-01-01,109094.255400982
demand_dom,real,csa,1997-04-01,111103.675902611
demand_dom,real,csa,1997-07-01,110566.026105366
demand_dom,real,csa,1997-10-01,110121.858669172
demand_dom,real,csa,1998-01-01,114683.431918976
demand_dom,real,csa,1998-04-01,113604.753013931
demand_dom,real,csa,1998-07-01,113425.00352966
demand_dom,real,csa,1998-10-01,116253.242803965
demand_dom,real,csa,1999-01-01,114708.305617884
demand_dom,real,csa,1999-04-01,115407.537418978
demand_dom,real,csa,1999-07-01,115290.232431436
demand_dom,real,csa,1999-10-01,120684.839624409
demand_dom,real,csa,2000-01-01,119562.759622443
demand_dom,real,csa,2000-04-01,115215.83541856
demand_dom,real,csa,2000-07-01,118454.656674833
demand_dom,real,csa,2000-10-01,120485.808854619
demand_dom,real,csa,2001-01-01,120300.869848534
demand_dom,real,csa,2001-04-01,123395.825563744
demand_dom,real,csa,2001-07-01,119752.473443578
demand_dom,real,csa,2001-10-01,117608.12056209
demand_dom,real,csa,2002-01-01,122730.30256409
demand_dom,real,csa,2002-04-01,121193.523822376
demand_dom,real,csa,2002-07-01,119527.099558608
demand_dom,real,csa,2002-10-01,119346.800697219
demand_dom,real,csa,2003-01-01,122052.501045742
demand_dom,real,csa,2003-04-01,119663.200022895
demand_dom,real,csa,2003-07-01,122195.760994683
demand_dom,real,csa,2003-10-01,123178.63722909
demand_dom,real,csa,2004-01-01,120665.490014526
demand_dom,real,csa,2004-04-01,119593.88906597
demand_dom,real,csa,2004-07-01,122725.702602291
demand_dom,real,csa,2004-10-01,122759.082630727
demand_dom,real,csa,2005-01-01,123314.105525716
demand_dom,real,csa,2005-04-01,126861.528423657
demand_dom,real,csa,2005-07-01,127524.945703135
demand_dom,real,csa,2005-10-01,128269.874070034
demand_dom,real,csa,2006-01-01,128512.617906409
demand_dom,real,csa,2006-04-01,130012.770909147
demand_dom,real,csa,2006-07-01,128055.41662792
demand_dom,real,csa,2006-10-01,130535.157991391
demand_dom,real,csa,2007-01-01,129133.644042419
demand_dom,real,csa,2007-04-01,128671.865595196
demand_dom,real,csa,2007-07-01,128069.571174579
demand_dom,real,csa,2007-10-01,134957.461726246
demand_dom,real,csa,2008-01-01,135404.520034582
demand_dom,real,csa,2008-04-01,130148.486956579
demand_dom,real,csa,2008-07-01,128725.122667866
demand_dom,real,csa,2008-10-01,139408.101085281
demand_dom,real,csa,2009-01-01,145523.095867464
demand_dom,real,csa,2009-04-01,132336.804841281
demand_dom,real,csa,2009-07-01,134527.483775365
demand_dom,real,csa,2009-10-01,133542.850103689
demand_dom,real,csa,2010-01-01,130750.33413771
demand_dom,real,csa,2010-04-01,138357.98822056
demand_dom,real,csa,2010-07-01,138913.295453591
demand_dom,real,csa,2010-10-01,135658.488064504
demand_dom,real,csa,2011-01-01,135302.607786039
demand_dom,real,csa,2011-04-01,137410.813076033
demand_dom,real,csa,2011-07-01,145071.56956225
demand_dom,real,csa,2011-10-01,146811.343022377
demand_dom,real,csa,2012-01-01,141530.837890094
demand_dom,real,csa,2012-04-01,138632.123132987
demand_dom,real,csa,2012-07-01,140173.210836027
demand_dom,real,csa,2012-10-01,137210.520972119
demand_dom,real,csa,2013-01-01,142026.278555164
demand_dom,real,csa,2013-04-01,131444.41485338
demand_dom,real,csa,2013-07-01,139875.434428573
demand_dom,real,csa,2013-10-01,140015.395953164
demand_dom,real,csa,2014-01-01,140301.760262988
demand_dom,real,csa,2014-04-01,140704.795228173
demand_dom,real,csa,2014-07-01,144611.607695264
demand_dom,real,csa,2014-10-01,142025.866801771
demand_dom,real,csa,2015-01-01,147241.175600305
demand_dom,real,csa,2015-04-01,144596.233955608
demand_dom,real,csa,2015-07-01,143173.15996336
demand_dom,real,csa,2015-10-01,145211.423933233
demand_dom,real,csa,2016-01-01,151404.346212613
demand_dom,real,csa,2016-04-01,143433.640602538
demand_dom,real,csa,2016-07-01,145898.372454973
demand_dom,real,csa,2016-10-01,143727.417081013
demand_dom,real,csa,2017-01-01,152436.600948555
demand_dom,real,csa,2017-04-01,145735.043793174
demand_dom,real,csa,2017-07-01,150505.925732021
demand_dom,real,csa,2017-10-01,146299.649868753
demand_dom,real,csa,2018-01-01,147022.774040411
demand_dom,real,csa,2018-04-01,151672.16877144
demand_dom,real,csa,2018-07-01,152908.920790149
demand_dom,real,csa,2018-10-01,148271.511973239
demand_dom,real,csa,2019-01-01,148407.937627727
demand_dom,real,csa,2019-04-01,151182.542000591
demand_dom,real,csa,2019-07-01,148639.06464712
cons,real,csa,1980-01-01,61658.9240705389
cons,real,csa,1980-04-01,62027.7512581238
cons,real,csa,1980-07-01,62212.6126018896
cons,real,csa,1980-10-01,62617.7070349791
cons,real,csa,1981-01-01,62483.8962496565
cons,real,csa,1981-04-01,62788.600317124
cons,real,csa,1981-07-01,62946.238597552
cons,real,csa,1981-10-01,63111.4630917417
cons,real,csa,1982-01-01,62775.4574112012
cons,real,csa,1982-04-01,63057.3320199681
cons,real,csa,1982-07-01,63120.6122594388
cons,real,csa,1982-10-01,63219.3901160722
cons,real,csa,1983-01-01,63756.1226801844
cons,real,csa,1983-04-01,63796.0670195493
cons,real,csa,1983-07-01,64062.0652478684
cons,real,csa,1983-10-01,64265.9478949439
cons,real,csa,1984-01-01,64608.2828852252
cons,real,csa,1984-04-01,64846.5738548895
cons,real,csa,1984-07-01,65169.0044553872
cons,real,csa,1984-10-01,65363.5031946193
cons,real,csa,1985-01-01,65945.4350565299
cons,real,csa,1985-04-01,66478.982211764
cons,real,csa,1985-07-01,66868.7661774934
cons,real,csa,1985-10-01,67402.8139397548
cons,real,csa,1986-01-01,67679.1031171792
cons,real,csa,1986-04-01,68538.1731000831
cons,real,csa,1986-07-01,68912.932769122
cons,real,csa,1986-10-01,69227.1525614874
cons,real,csa,1987-01-01,69843.6016814555
cons,real,csa,1987-04-01,70400.5549144072
cons,real,csa,1987-07-01,70739.5803567658
cons,real,csa,1987-10-01,71336.9471093264
cons,real,csa,1988-01-01,71671.0173880755
cons,real,csa,1988-04-01,71879.5567217567
cons,real,csa,1988-07-01,72604.2413363861
cons,real,csa,1988-10-01,73372.5043807685
cons,real,csa,1989-01-01,73897.0940634318
cons,real,csa,1989-04-01,74752.253435528
cons,real,csa,1989-07-01,75411.1420237546
cons,real,csa,1989-10-01,75676.483586891
cons,real,csa,1990-01-01,76013.7043642785
cons,real,csa,1990-04-01,76333.2676239742
cons,real,csa,1990-07-01,76646.8810813859
cons,real,csa,1990-10-01,76958.7471309919
cons,real,csa,1991-01-01,77373.4118105142
cons,real,csa,1991-04-01,77763.8012252948
cons,real,csa,1991-07-01,77972.3784281638
cons,real,csa,1991-10-01,78496.6317026543
cons,real,csa,1992-01-01,78715.2178195797
cons,real,csa,1992-04-01,78475.5202661839
cons,real,csa,1992-07-01,78190.6454773984
cons,real,csa,1992-10-01,77930.6738508746
cons,real,csa,1993-01-01,77510.8230514739
cons,real,csa,1993-04-01,77837.2157486277
cons,real,csa,1993-07-01,78080.9818451497
cons,real,csa,1993-10-01,78272.6002178436
cons,real,csa,1994-01-01,78740.9266858333
cons,real,csa,1994-04-01,78624.7214055156
cons,real,csa,1994-07-01,79150.1797584384
cons,real,csa,1994-10-01,79517.9994696827
cons,real,csa,1995-01-01,79459.218065232
cons,real,csa,1995-04-01,79498.6903497004
cons,real,csa,1995-07-01,79772.0109276368
cons,real,csa,1995-10-01,79841.1367894873
cons,real,csa,1996-01-01,80419.3487122334
cons,real,csa,1996-04-01,80482.3674502055
cons,real,csa,1996-07-01,80493.9312608994
cons,real,csa,1996-10-01,80776.7656083154
cons,real,csa,1997-01-01,80953.6927470003
cons,real,csa,1997-04-01,81391.08592388
cons,real,csa,1997-07-01,81818.9227271623
cons,real,csa,1997-10-01,82493.9188015453
cons,real,csa,1998-01-01,82568.1408877123
cons,real,csa,1998-04-01,83140.9570553616
cons,real,csa,1998-07-01,83507.5898074029
cons,real,csa,1998-10-01,83974.3580676383
cons,real,csa,1999-01-01,84241.1087611779
cons,real,csa,1999-04-01,84694.7055321624
cons,real,csa,1999-07-01,85209.9557707064
cons,real,csa,1999-10-01,85801.3054912096
cons,real,csa,2000-01-01,85943.3804195959
cons,real,csa,2000-04-01,86414.4453962605
cons,real,csa,2000-07-01,86796.9385935428
cons,real,csa,2000-10-01,86856.5866107645
cons,real,csa,2001-01-01,87584.1917685876
cons,real,csa,2001-04-01,87880.6503318724
cons,real,csa,2001-07-01,88159.586744285
cons,real,csa,2001-10-01,88425.3266392028
cons,real,csa,2002-01-01,88559.6804357367
cons,real,csa,2002-04-01,88502.3175839098
cons,real,csa,2002-07-01,88691.6659942108
cons,real,csa,2002-10-01,88643.3252432035
cons,real,csa,2003-01-01,88746.2740127596
cons,real,csa,2003-04-01,88954.3976152315
cons,real,csa,2003-07-01,89403.5611490673
cons,real,csa,2003-10-01,89754.2483459951
cons,real,csa,2004-01-01,90149.5213930786
cons,real,csa,2004-04-01,90578.2899464101
cons,real,csa,2004-07-01,90718.770146194
cons,real,csa,2004-10-01,90943.4566363505
cons,real,csa,2005-01-01,91501.1960686982
cons,real,csa,2005-04-01,91898.9914938111
cons,real,csa,2005-07-01,92309.1477907018
cons,real,csa,2005-10-01,92592.5274155601
cons,real,csa,2006-01-01,92809.6964328747
cons,real,csa,2006-04-01,92925.5646220388
cons,real,csa,2006-07-01,93391.568909331
cons,real,csa,2006-10-01,93753.6301463634
cons,real,csa,2007-01-01,94433.6336562896
cons,real,csa,2007-04-01,94913.9165541023
cons,real,csa,2007-07-01,95374.9913051748
cons,real,csa,2007-10-01,95873.4102152314
cons,real,csa,2008-01-01,95987.3596700773
cons,real,csa,2008-04-01,96425.0890399775
cons,real,csa,2008-07-01,96690.5089764032
cons,real,csa,2008-10-01,96805.2987401838
cons,real,csa,2009-01-01,97433.0583208758
cons,real,csa,2009-04-01,97718.2806179598
cons,real,csa,2009-07-01,98257.4628390688
cons,real,csa,2009-10-01,98723.2482336769
cons,real,csa,2010-01-01,99162.7456347215
cons,real,csa,2010-04-01,99217.4018893163
cons,real,csa,2010-07-01,99976.7804049601
cons,real,csa,2010-10-01,100149.94468451
cons,real,csa,2011-01-01,99910.0457552878
cons,real,csa,2011-04-01,100338.559516623
cons,real,csa,2011-07-01,100614.420341847
cons,real,csa,2011-10-01,101383.343359854
cons,real,csa,2012-01-01,102307.359258385
cons,real,csa,2012-04-01,102436.235798212
cons,real,csa,2012-07-01,102831.65747136
cons,real,csa,2012-10-01,103442.707071396
cons,real,csa,2013-01-01,104410.641819211
cons,real,csa,2013-04-01,105045.624061525
cons,real,csa,2013-07-01,105794.615654469
cons,real,csa,2013-10-01,106351.927900944
cons,real,csa,2014-01-01,106362.956671106
cons,real,csa,2014-04-01,106651.129131854
cons,real,csa,2014-07-01,107078.515826545
cons,real,csa,2014-10-01,107601.019037705
cons,real,csa,2015-01-01,107994.352208995
cons,real,csa,2015-04-01,108537.690063713
cons,real,csa,2015-07-01,108994.344118086
cons,real,csa,2015-10-01,109125.958598266
cons,real,csa,2016-01-01,109577.507669295
cons,real,csa,2016-04-01,109915.316628364
cons,real,csa,2016-07-01,110213.421262602
cons,real,csa,2016-10-01,110973.239584408
cons,real,csa,2017-01-01,111070.895606118
cons,real,csa,2017-04-01,111238.771877228
cons,real,csa,2017-07-01,111773.950821881
cons,real,csa,2017-10-01,112027.693698293
cons,real,csa,2018-01-01,112189.467029376
cons,real,csa,2018-04-01,112431.106027289
cons,real,csa,2018-07-01,112455.098812594
cons,real,csa,2018-10-01,112768.506290122
cons,real,csa,2019-01-01,113143.408049485
cons,real,csa,2019-04-01,113464.388311047
cons,real,csa,2019-07-01,113727.905234154
cons_priv,real,csa,1980-01-01,51789.041334882
cons_priv,real,csa,1980-04-01,52087.3583775511
cons_priv,real,csa,1980-07-01,52182.8032602959
cons_priv,real,csa,1980-10-01,52506.6162274257
cons_priv,real,csa,1981-01-01,52334.7297569893
cons_priv,real,csa,1981-04-01,52582.2217836897
cons_priv,real,csa,1981-07-01,52736.6825685535
cons_priv,real,csa,1981-10-01,52872.6965192912
cons_priv,real,csa,1982-01-01,52531.9048788564
cons_priv,real,csa,1982-04-01,52836.8438623993
cons_priv,real,csa,1982-07-01,52898.9939259347
cons_priv,real,csa,1982-10-01,52856.1199713308
cons_priv,real,csa,1983-01-01,53300.7418836036
cons_priv,real,csa,1983-04-01,53256.5803136906
cons_priv,real,csa,1983-07-01,53515.8307053298
cons_priv,real,csa,1983-10-01,53736.881306161
cons_priv,real,csa,1984-01-01,54071.4093898735
cons_priv,real,csa,1984-04-01,54229.4661587755
cons_priv,real,csa,1984-07-01,54428.1346798627
cons_priv,real,csa,1984-10-01,54525.9034568067
cons_priv,real,csa,1985-01-01,54960.987249255
cons_priv,real,csa,1985-04-01,55276.7462463006
cons_priv,real,csa,1985-07-01,55575.3338663207
cons_priv,real,csa,1985-10-01,56070.8302272748
cons_priv,real,csa,1986-01-01,56238.9982223309
cons_priv,real,csa,1986-04-01,57004.9634374617
cons_priv,real,csa,1986-07-01,57301.7194423754
cons_priv,real,csa,1986-10-01,57576.5989991572
cons_priv,real,csa,1987-01-01,58109.4403712999
cons_priv,real,csa,1987-04-01,58593.0610087657
cons_priv,real,csa,1987-07-01,58904.5000558071
cons_priv,real,csa,1987-10-01,59388.5222565661
cons_priv,real,csa,1988-01-01,59629.0218126133
cons_priv,real,csa,1988-04-01,59631.3566765657
cons_priv,real,csa,1988-07-01,60185.087814688
cons_priv,real,csa,1988-10-01,60675.909748136
cons_priv,real,csa,1989-01-01,60900.040573382
cons_priv,real,csa,1989-04-01,61518.8173514699
cons_priv,real,csa,1989-07-01,61821.9510215948
cons_priv,real,csa,1989-10-01,61935.8960903512
cons_priv,real,csa,1990-01-01,62170.7921972746
cons_priv,real,csa,1990-04-01,62414.2184271666
cons_priv,real,csa,1990-07-01,62613.0996281636
cons_priv,real,csa,1990-10-01,62790.2541851167
cons_priv,real,csa,1991-01-01,63209.6909486443
cons_priv,real,csa,1991-04-01,63597.361934897
cons_priv,real,csa,1991-07-01,63695.7821926105
cons_priv,real,csa,1991-10-01,64085.216196206
cons_priv,real,csa,1992-01-01,64220.2139484241
cons_priv,real,csa,1992-04-01,63974.2818858994
cons_priv,real,csa,1992-07-01,63836.1831884993
cons_priv,real,csa,1992-10-01,63762.3493580236
cons_priv,real,csa,1993-01-01,63415.6901169943
cons_priv,real,csa,1993-04-01,63611.8684688727
cons_priv,real,csa,1993-07-01,63893.7205712545
cons_priv,real,csa,1993-10-01,63924.191551422
cons_priv,real,csa,1994-01-01,64277.9603126754
cons_priv,real,csa,1994-04-01,64295.1617987075
cons_priv,real,csa,1994-07-01,64562.4117369392
cons_priv,real,csa,1994-10-01,64863.7106004975
cons_priv,real,csa,1995-01-01,64848.9892777177
cons_priv,real,csa,1995-04-01,64982.7347695837
cons_priv,real,csa,1995-07-01,65197.7731215091
cons_priv,real,csa,1995-10-01,65214.1398103297
cons_priv,real,csa,1996-01-01,65704.78692466
cons_priv,real,csa,1996-04-01,65721.9611023741
cons_priv,real,csa,1996-07-01,65758.0806074919
cons_priv,real,csa,1996-10-01,66056.8863845439
cons_priv,real,csa,1997-01-01,66237.4437964016
cons_priv,real,csa,1997-04-01,66599.5187450689
cons_priv,real,csa,1997-07-01,66971.3731727985
cons_priv,real,csa,1997-10-01,67593.4661349192
cons_priv,real,csa,1998-01-01,67684.0730995089
cons_priv,real,csa,1998-04-01,68198.3794482966
cons_priv,real,csa,1998-07-01,68446.2011906691
cons_priv,real,csa,1998-10-01,68870.4077380154
cons_priv,real,csa,1999-01-01,69098.0573482677
cons_priv,real,csa,1999-04-01,69418.8621307747
cons_priv,real,csa,1999-07-01,69903.048560109
cons_priv,real,csa,1999-10-01,70367.4546907216
cons_priv,real,csa,2000-01-01,70497.4929506053
cons_priv,real,csa,2000-04-01,70877.7057264898
cons_priv,real,csa,2000-07-01,71265.0316980921
cons_priv,real,csa,2000-10-01,71280.5778141055
