structure,type,seas_adj,date,value
stocks,gc_y,na,1987-04-01,-0.190247031638722
stocks,gc_y,na,1987-07-01,-0.46077003879699
stocks,gc_y,na,1987-10-01,0.740306087482523
stocks,gc_y,na,1988-01-01,-1.26565107725988
stocks,gc_y,na,1988-04-01,-0.483983083564508
stocks,gc_y,na,1988-07-01,-0.500741141573721
stocks,gc_y,na,1988-10-01,-0.660008540373367
stocks,gc_y,na,1989-01-01,0.311133346516393
stocks,gc_y,na,1989-04-01,0.22199112992751
stocks,gc_y,na,1989-07-01,-0.0946823359900852
stocks,gc_y,na,1989-10-01,1.05321025111715
stocks,gc_y,na,1990-01-01,2.07482829706649
stocks,gc_y,na,1990-04-01,2.59214958837571
stocks,gc_y,na,1990-07-01,1.38495471760883
stocks,gc_y,na,1990-10-01,-0.980260579323259
stocks,gc_y,na,1991-01-01,-1.66359066663304
stocks,gc_y,na,1991-04-01,-3.12803319645705
stocks,gc_y,na,1991-07-01,-2.56848759844038
stocks,gc_y,na,1991-10-01,-0.7967471243817
stocks,gc_y,na,1992-01-01,0.508644093182175
stocks,gc_y,na,1992-04-01,0.704076175899223
stocks,gc_y,na,1992-07-01,1.06120889367017
stocks,gc_y,na,1992-10-01,-0.473870802527727
stocks,gc_y,na,1993-01-01,0.46873328994762
stocks,gc_y,na,1993-04-01,1.40516998354867
stocks,gc_y,na,1993-07-01,0.597167095804626
stocks,gc_y,na,1993-10-01,1.45795318287229
stocks,gc_y,na,1994-01-01,1.39951143797936
stocks,gc_y,na,1994-04-01,1.10293573085307
stocks,gc_y,na,1994-07-01,0.936474731810156
stocks,gc_y,na,1994-10-01,0.108816428972177
stocks,gc_y,na,1995-01-01,-0.0769233782365912
stocks,gc_y,na,1995-04-01,-0.292960329861653
stocks,gc_y,na,1995-07-01,-0.942870539956095
stocks,gc_y,na,1995-10-01,0.172369079224527
stocks,gc_y,na,1996-01-01,0.327347307107604
stocks,gc_y,na,1996-04-01,-0.817817430155661
stocks,gc_y,na,1996-07-01,-0.35484016192103
stocks,gc_y,na,1996-10-01,-0.726086754166185
stocks,gc_y,na,1997-01-01,-0.629040224220188
stocks,gc_y,na,1997-04-01,-1.3172473686792
stocks,gc_y,na,1997-07-01,-1.01504655790059
stocks,gc_y,na,1997-10-01,-1.48597474473065
stocks,gc_y,na,1998-01-01,-0.503550568711427
stocks,gc_y,na,1998-04-01,0.572709458058029
stocks,gc_y,na,1998-07-01,-0.332438302622356
stocks,gc_y,na,1998-10-01,1.17248093528455
stocks,gc_y,na,1999-01-01,-0.406481245509799
stocks,gc_y,na,1999-04-01,-0.315130929184503
stocks,gc_y,na,1999-07-01,0.632326430459306
stocks,gc_y,na,1999-10-01,-0.548895705795166
stocks,gc_y,na,2000-01-01,-0.35858292017355
stocks,gc_y,na,2000-04-01,0.337514133400881
stocks,gc_y,na,2000-07-01,-0.0121001619681929
stocks,gc_y,na,2000-10-01,0.106990759108165
stocks,gc_y,na,2001-01-01,-0.16994624996413
stocks,gc_y,na,2001-04-01,0.493836830089415
stocks,gc_y,na,2001-07-01,0.769981342815074
stocks,gc_y,na,2001-10-01,-0.445245647886558
stocks,gc_y,na,2002-01-01,-0.531978951334919
stocks,gc_y,na,2002-04-01,-0.306596978692654
stocks,gc_y,na,2002-07-01,-0.77742086467436
stocks,gc_y,na,2002-10-01,-0.256372566824586
stocks,gc_y,na,2003-01-01,1.05733630426185
stocks,gc_y,na,2003-04-01,0.013705353923938
stocks,gc_y,na,2003-07-01,0.159204179837146
stocks,gc_y,na,2003-10-01,0.570405558908939
stocks,gc_y,na,2004-01-01,-1.11430919444158
stocks,gc_y,na,2004-04-01,-0.302227712839274
stocks,gc_y,na,2004-07-01,-0.0919593706721438
stocks,gc_y,na,2004-10-01,-1.72403297949134
stocks,gc_y,na,2005-01-01,0.126933364145371
stocks,gc_y,na,2005-04-01,-0.807441988081717
stocks,gc_y,na,2005-07-01,-0.868061729699999
stocks,gc_y,na,2005-10-01,0.525839314140118
stocks,gc_y,na,2006-01-01,-1.37282460245819
stocks,gc_y,na,2006-04-01,0.44116282438545
stocks,gc_y,na,2006-07-01,-0.331543067108094
stocks,gc_y,na,2006-10-01,-0.233244988451853
stocks,gc_y,na,2007-01-01,-0.467336112404999
stocks,gc_y,na,2007-04-01,-1.22014414701615
stocks,gc_y,na,2007-07-01,-1.5073473968609
stocks,gc_y,na,2007-10-01,-0.567152635053878
stocks,gc_y,na,2008-01-01,-0.043035641870377
stocks,gc_y,na,2008-04-01,-1.03062735500922
stocks,gc_y,na,2008-07-01,-0.625211930039566
stocks,gc_y,na,2008-10-01,0.62775690396344
stocks,gc_y,na,2009-01-01,2.19267611706657
stocks,gc_y,na,2009-04-01,1.5904832299366
stocks,gc_y,na,2009-07-01,-0.0499855337675301
stocks,gc_y,na,2009-10-01,-2.34267453486593
stocks,gc_y,na,2010-01-01,-1.29790188334377
stocks,gc_y,na,2010-04-01,-0.0616291959768773
stocks,gc_y,na,2010-07-01,3.39622075746894
stocks,gc_y,na,2010-10-01,0.509782984283998
stocks,gc_y,na,2011-01-01,-2.40850856140998
stocks,gc_y,na,2011-04-01,-0.661613760361055
stocks,gc_y,na,2011-07-01,1.21879697261684
stocks,gc_y,na,2011-10-01,2.35008139706011
stocks,gc_y,na,2012-01-01,1.28459807389159
stocks,gc_y,na,2012-04-01,-0.577546121311251
stocks,gc_y,na,2012-07-01,-2.51271747412009
stocks,gc_y,na,2012-10-01,-1.96649875010269
stocks,gc_y,na,2013-01-01,-0.0949327163356326
stocks,gc_y,na,2013-04-01,1.51674557102195
stocks,gc_y,na,2013-07-01,-0.851491550261422
stocks,gc_y,na,2013-10-01,1.96220833625658
stocks,gc_y,na,2014-01-01,-1.22081059697709
stocks,gc_y,na,2014-04-01,-1.58290802400263
stocks,gc_y,na,2014-07-01,0.900325618231137
stocks,gc_y,na,2014-10-01,-0.0200050153204536
stocks,gc_y,na,2015-01-01,2.40950981626733
stocks,gc_y,na,2015-04-01,-0.227404235852555
stocks,gc_y,na,2015-07-01,-2.35757900710453
stocks,gc_y,na,2015-10-01,-1.24566221190082
stocks,gc_y,na,2016-01-01,-3.2190476668989
stocks,gc_y,na,2016-04-01,-1.57872371201376
stocks,gc_y,na,2016-07-01,0.918126103884909
stocks,gc_y,na,2016-10-01,-1.63657440848617
stocks,gc_y,na,2017-01-01,-0.781073541706418
stocks,gc_y,na,2017-04-01,1.49922571842857
stocks,gc_y,na,2017-07-01,-2.60294975350923
stocks,gc_y,na,2017-10-01,1.80131472494691
stocks,gc_y,na,2018-01-01,0.229156160548051
stocks,gc_y,na,2018-04-01,1.54515690482052
stocks,gc_y,na,2018-07-01,3.28205364051065
stocks,gc_y,na,2018-10-01,-2.80565164729288
stocks,gc_y,na,2019-01-01,-0.523036483886846
stocks,gc_y,na,2019-04-01,-1.85695523959936
stocks,gc_y,na,2019-07-01,-1.91175220586273
v_net,gc_y,na,1981-01-01,-5.3035150295294
v_net,gc_y,na,1981-04-01,-4.78696617208888
v_net,gc_y,na,1981-07-01,1.50614939611825
v_net,gc_y,na,1981-10-01,0.617730958303348
v_net,gc_y,na,1982-01-01,-0.128341122917591
v_net,gc_y,na,1982-04-01,2.6411881933876
v_net,gc_y,na,1982-07-01,3.60965538437792
v_net,gc_y,na,1982-10-01,0.942861655456452
v_net,gc_y,na,1983-01-01,6.30265265745332
v_net,gc_y,na,1983-04-01,1.19790852419858
v_net,gc_y,na,1983-07-01,-2.4260203117492
v_net,gc_y,na,1983-10-01,-1.02687292913919
v_net,gc_y,na,1984-01-01,-4.94844245930853
v_net,gc_y,na,1984-04-01,-3.93198630866101
v_net,gc_y,na,1984-07-01,-5.09601416728693
v_net,gc_y,na,1984-10-01,-2.97174685268302
v_net,gc_y,na,1985-01-01,-3.06789366559871
v_net,gc_y,na,1985-04-01,2.82193642345834
v_net,gc_y,na,1985-07-01,1.74597930972706
v_net,gc_y,na,1985-10-01,-0.95634726924769
v_net,gc_y,na,1986-01-01,0.759446715164867
v_net,gc_y,na,1986-04-01,-1.17505656244216
v_net,gc_y,na,1986-07-01,1.52038422695263
v_net,gc_y,na,1986-10-01,7.44303556609474
v_net,gc_y,na,1987-01-01,1.44753904948259
v_net,gc_y,na,1987-04-01,2.04315181000693
v_net,gc_y,na,1987-07-01,-2.13737259360575
v_net,gc_y,na,1987-10-01,-5.3395254758653
v_net,gc_y,na,1988-01-01,-2.20273247519312
v_net,gc_y,na,1988-04-01,-2.53366438565507
v_net,gc_y,na,1988-07-01,0.271670039260318
v_net,gc_y,na,1988-10-01,0.587392763486562
v_net,gc_y,na,1989-01-01,-0.468173451155141
v_net,gc_y,na,1989-04-01,1.92318610162298
v_net,gc_y,na,1989-07-01,1.52060373677857
v_net,gc_y,na,1989-10-01,-0.534996233600999
v_net,gc_y,na,1990-01-01,3.06700320659512
v_net,gc_y,na,1990-04-01,2.31042604069085
v_net,gc_y,na,1990-07-01,-1.20181407087356
v_net,gc_y,na,1990-10-01,0.862753347305297
v_net,gc_y,na,1991-01-01,0.868266220460782
v_net,gc_y,na,1991-04-01,-0.755055577690019
v_net,gc_y,na,1991-07-01,-0.0463703089975031
v_net,gc_y,na,1991-10-01,-0.660614660824005
v_net,gc_y,na,1992-01-01,-0.626227016000519
v_net,gc_y,na,1992-04-01,0.30719277426287
v_net,gc_y,na,1992-07-01,0.744660645672926
v_net,gc_y,na,1992-10-01,0.964058152310793
v_net,gc_y,na,1993-01-01,-0.488039362732511
v_net,gc_y,na,1993-04-01,0.0139168171002291
v_net,gc_y,na,1993-07-01,0.541180911110795
v_net,gc_y,na,1993-10-01,-0.580231455929036
v_net,gc_y,na,1994-01-01,-0.0487283460024546
v_net,gc_y,na,1994-04-01,-0.621120771635232
v_net,gc_y,na,1994-07-01,-1.11197222128928
v_net,gc_y,na,1994-10-01,-0.252939244882973
v_net,gc_y,na,1995-01-01,0.0791768576886067
v_net,gc_y,na,1995-04-01,-0.17260184040109
v_net,gc_y,na,1995-07-01,0.397875738329256
v_net,gc_y,na,1995-10-01,-0.520712734152766
v_net,gc_y,na,1996-01-01,0.528938355324034
v_net,gc_y,na,1996-04-01,0.80444553154186
v_net,gc_y,na,1996-07-01,-0.174490430589506
v_net,gc_y,na,1996-10-01,1.27935682705638
v_net,gc_y,na,1997-01-01,-0.894293979533801
v_net,gc_y,na,1997-04-01,0.0589424622248247
v_net,gc_y,na,1997-07-01,0.0217934931512866
v_net,gc_y,na,1997-10-01,-1.28040799900837
v_net,gc_y,na,1998-01-01,2.72640524710981
v_net,gc_y,na,1998-04-01,-1.44727711760243
v_net,gc_y,na,1998-07-01,-0.601296258812876
v_net,gc_y,na,1998-10-01,1.24469982157612
v_net,gc_y,na,1999-01-01,-2.02157335326456
v_net,gc_y,na,1999-04-01,0.27232186171217
v_net,gc_y,na,1999-07-01,-0.761395627644292
v_net,gc_y,na,1999-10-01,1.65316399608117
v_net,gc_y,na,2000-01-01,1.95166363544702
v_net,gc_y,na,2000-04-01,-3.47067961621975
v_net,gc_y,na,2000-07-01,0.931027675010236
v_net,gc_y,na,2000-10-01,-3.09923037377345
v_net,gc_y,na,2001-01-01,-0.367470472454668
v_net,gc_y,na,2001-04-01,4.95897651413923
v_net,gc_y,na,2001-07-01,-0.089649207364043
v_net,gc_y,na,2001-10-01,-0.999568447880588
v_net,gc_y,na,2002-01-01,0.0189704640683148
v_net,gc_y,na,2002-04-01,-1.34033716333183
v_net,gc_y,na,2002-07-01,0.144943413726256
v_net,gc_y,na,2002-10-01,1.50914436065851
v_net,gc_y,na,2003-01-01,-0.859056123777041
v_net,gc_y,na,2003-04-01,-0.791978373633105
v_net,gc_y,na,2003-07-01,1.0071828737649
v_net,gc_y,na,2003-10-01,0.712369677773755
v_net,gc_y,na,2004-01-01,-1.38405802059418
v_net,gc_y,na,2004-04-01,-2.49979914887151
v_net,gc_y,na,2004-07-01,-1.85123547206458
v_net,gc_y,na,2004-10-01,-1.04636250401998
v_net,gc_y,na,2005-01-01,0.268193026709564
v_net,gc_y,na,2005-04-01,4.51740468133987
v_net,gc_y,na,2005-07-01,2.40148043182332
v_net,gc_y,na,2005-10-01,1.6882069662083
v_net,gc_y,na,2006-01-01,2.67981006611765
v_net,gc_y,na,2006-04-01,-0.2490903449343
v_net,gc_y,na,2006-07-01,-0.71581978265275
v_net,gc_y,na,2006-10-01,0.29567271304604
v_net,gc_y,na,2007-01-01,-2.04643916817649
v_net,gc_y,na,2007-04-01,-2.2577227491498
v_net,gc_y,na,2007-07-01,-1.17107543436581
v_net,gc_y,na,2007-10-01,0.670415108937249
v_net,gc_y,na,2008-01-01,3.04002079915443
v_net,gc_y,na,2008-04-01,0.423445139374893
v_net,gc_y,na,2008-07-01,-0.0223933618115471
v_net,gc_y,na,2008-10-01,2.2246028582962
v_net,gc_y,na,2009-01-01,5.76469063002637
v_net,gc_y,na,2009-04-01,1.64115553743823
v_net,gc_y,na,2009-07-01,4.2228987057199
v_net,gc_y,na,2009-10-01,-1.87833501073584
v_net,gc_y,na,2010-01-01,-11.1326976881049
v_net,gc_y,na,2010-04-01,1.8033669783939
v_net,gc_y,na,2010-07-01,-1.9821558915383
v_net,gc_y,na,2010-10-01,-1.28163699666016
v_net,gc_y,na,2011-01-01,3.38318306058069
v_net,gc_y,na,2011-04-01,-2.01035056070232
v_net,gc_y,na,2011-07-01,1.59035714412134
v_net,gc_y,na,2011-10-01,3.69499825972835
v_net,gc_y,na,2012-01-01,0.117003035075043
v_net,gc_y,na,2012-04-01,-1.00502873222407
v_net,gc_y,na,2012-07-01,-2.59914650956874
v_net,gc_y,na,2012-10-01,-6.31182030375666
v_net,gc_y,na,2013-01-01,-0.798746850113468
v_net,gc_y,na,2013-04-01,-7.78578202525538
v_net,gc_y,na,2013-07-01,-1.93026513929345
v_net,gc_y,na,2013-10-01,-2.04914720325669
v_net,gc_y,na,2014-01-01,-1.60065453016684
v_net,gc_y,na,2014-04-01,5.46037293848882
v_net,gc_y,na,2014-07-01,0.512836404083835
v_net,gc_y,na,2014-10-01,-0.239170195194309
v_net,gc_y,na,2015-01-01,0.770381792681587
v_net,gc_y,na,2015-04-01,1.00096803268742
v_net,gc_y,na,2015-07-01,-0.669295994802537
v_net,gc_y,na,2015-10-01,1.89567307574071
v_net,gc_y,na,2016-01-01,3.61578111471026
v_net,gc_y,na,2016-04-01,-0.321694518773788
v_net,gc_y,na,2016-07-01,-0.382349028144839
v_net,gc_y,na,2016-10-01,-0.552678254777313
v_net,gc_y,na,2017-01-01,-0.902367444410225
v_net,gc_y,na,2017-04-01,-1.27757294988476
v_net,gc_y,na,2017-07-01,3.96672398447474
v_net,gc_y,na,2017-10-01,-1.7082896726488
v_net,gc_y,na,2018-01-01,-5.00553716788487
v_net,gc_y,na,2018-04-01,0.826240724846715
v_net,gc_y,na,2018-07-01,-2.25897899733653
v_net,gc_y,na,2018-10-01,3.57161951066249
v_net,gc_y,na,2019-01-01,1.11721585702936
v_net,gc_y,na,2019-04-01,1.33179828494991
v_net,gc_y,na,2019-07-01,-1.61039266502191
trade_balance,gc_y,na,1981-01-01,6.51065104116426
trade_balance,gc_y,na,1981-04-01,6.32968619038677
trade_balance,gc_y,na,1981-07-01,0.507755907803874
trade_balance,gc_y,na,1981-10-01,0.836288560164499
trade_balance,gc_y,na,1982-01-01,-0.0461833210643965
trade_balance,gc_y,na,1982-04-01,-3.43676885497369
trade_balance,gc_y,na,1982-07-01,-3.84143900042396
trade_balance,gc_y,na,1982-10-01,-1.04150839654148
trade_balance,gc_y,na,1983-01-01,-7.38252280539467
trade_balance,gc_y,na,1983-04-01,-2.23874339027015
trade_balance,gc_y,na,1983-07-01,2.67338365128349
trade_balance,gc_y,na,1983-10-01,0.277537725840859
trade_balance,gc_y,na,1984-01-01,4.48191109717802
trade_balance,gc_y,na,1984-04-01,4.13060785055589
trade_balance,gc_y,na,1984-07-01,5.15390868013605
trade_balance,gc_y,na,1984-10-01,3.39587084145118
trade_balance,gc_y,na,1985-01-01,5.26327768784496
trade_balance,gc_y,na,1985-04-01,-1.21801516686671
trade_balance,gc_y,na,1985-07-01,-1.2235684329116
trade_balance,gc_y,na,1985-10-01,1.78043688613826
trade_balance,gc_y,na,1986-01-01,-2.34604731848622
trade_balance,gc_y,na,1986-04-01,-0.819287900328426
trade_balance,gc_y,na,1986-07-01,-4.54228651937043
trade_balance,gc_y,na,1986-10-01,-10.0113479434632
trade_balance,gc_y,na,1987-01-01,-3.50187194254325
trade_balance,gc_y,na,1987-04-01,-4.3132513423861
trade_balance,gc_y,na,1987-07-01,2.17046684402083
trade_balance,gc_y,na,1987-10-01,3.89297644824564
trade_balance,gc_y,na,1988-01-01,2.83754808118304
trade_balance,gc_y,na,1988-04-01,2.16869810254693
trade_balance,gc_y,na,1988-07-01,-1.31724927849188
trade_balance,gc_y,na,1988-10-01,-0.527396807808702
trade_balance,gc_y,na,1989-01-01,-0.499140733768017
trade_balance,gc_y,na,1989-04-01,-1.54995094465932
trade_balance,gc_y,na,1989-07-01,-0.266597889656353
trade_balance,gc_y,na,1989-10-01,0.213691319062366
trade_balance,gc_y,na,1990-01-01,-3.2293481978688
trade_balance,gc_y,na,1990-04-01,-3.09118214206156
trade_balance,gc_y,na,1990-07-01,0.136354341315341
trade_balance,gc_y,na,1990-10-01,-0.670404494967153
trade_balance,gc_y,na,1991-01-01,-0.472334163105444
trade_balance,gc_y,na,1991-04-01,1.3100062689528
trade_balance,gc_y,na,1991-07-01,0.587045673764552
trade_balance,gc_y,na,1991-10-01,1.09080569669153
trade_balance,gc_y,na,1992-01-01,2.29585146813204
trade_balance,gc_y,na,1992-04-01,1.2866962541639
trade_balance,gc_y,na,1992-07-01,0.862853480146601
trade_balance,gc_y,na,1992-10-01,0.27023027159035
trade_balance,gc_y,na,1993-01-01,1.32501259595913
trade_balance,gc_y,na,1993-04-01,0.0600120624786292
trade_balance,gc_y,na,1993-07-01,-0.504389407951491
trade_balance,gc_y,na,1993-10-01,0.323623913618265
trade_balance,gc_y,na,1994-01-01,-0.881504324974586
trade_balance,gc_y,na,1994-04-01,-1.51489760092279
trade_balance,gc_y,na,1994-07-01,-0.651401523945501
trade_balance,gc_y,na,1994-10-01,-1.17390993735649
trade_balance,gc_y,na,1995-01-01,-3.06170580743663
trade_balance,gc_y,na,1995-04-01,-0.452171907681565
trade_balance,gc_y,na,1995-07-01,-0.310754940683877
trade_balance,gc_y,na,1995-10-01,-0.014568726839689
trade_balance,gc_y,na,1996-01-01,-0.0783991741554793
trade_balance,gc_y,na,1996-04-01,0.0618354033845905
trade_balance,gc_y,na,1996-07-01,-0.254778638581627
trade_balance,gc_y,na,1996-10-01,-0.573357941244996
trade_balance,gc_y,na,1997-01-01,1.5097813890294
trade_balance,gc_y,na,1997-04-01,1.69674261725287
trade_balance,gc_y,na,1997-07-01,2.23705294920003
trade_balance,gc_y,na,1997-10-01,3.35997500883417
trade_balance,gc_y,na,1998-01-01,-1.57686240505155
trade_balance,gc_y,na,1998-04-01,1.84665570903407
trade_balance,gc_y,na,1998-07-01,0.390387638950088
trade_balance,gc_y,na,1998-10-01,-3.80133355920311
trade_balance,gc_y,na,1999-01-01,1.05311910189258
trade_balance,gc_y,na,1999-04-01,-0.811775796574178
trade_balance,gc_y,na,1999-07-01,-0.430033378674927
trade_balance,gc_y,na,1999-10-01,0.569276090896767
trade_balance,gc_y,na,2000-01-01,0.51396714446428
trade_balance,gc_y,na,2000-04-01,4.61264533923806
trade_balance,gc_y,na,2000-07-01,1.51532934133731
trade_balance,gc_y,na,2000-10-01,3.0478285032895
trade_balance,gc_y,na,2001-01-01,0.732281826156769
trade_balance,gc_y,na,2001-04-01,-4.75530322188955
trade_balance,gc_y,na,2001-07-01,-0.282153852070434
trade_balance,gc_y,na,2001-10-01,2.47679695230247
trade_balance,gc_y,na,2002-01-01,-0.347710410439892
trade_balance,gc_y,na,2002-04-01,1.36721186072455
trade_balance,gc_y,na,2002-07-01,0.510097918842198
trade_balance,gc_y,na,2002-10-01,-1.45617717328459
trade_balance,gc_y,na,2003-01-01,-0.497269821316628
trade_balance,gc_y,na,2003-04-01,0.751568566303989
trade_balance,gc_y,na,2003-07-01,-1.71727816618762
trade_balance,gc_y,na,2003-10-01,-1.18936852730739
trade_balance,gc_y,na,2004-01-01,4.16317615872483
trade_balance,gc_y,na,2004-04-01,3.32526701791574
trade_balance,gc_y,na,2004-07-01,2.2725050446623
trade_balance,gc_y,na,2004-10-01,2.12556295231092
trade_balance,gc_y,na,2005-01-01,-0.0729613916797556
trade_balance,gc_y,na,2005-04-01,-2.54124590701185
trade_balance,gc_y,na,2005-07-01,-0.175910136379136
trade_balance,gc_y,na,2005-10-01,-0.276209002506656
trade_balance,gc_y,na,2006-01-01,0.748536686598034
trade_balance,gc_y,na,2006-04-01,1.43221053470355
trade_balance,gc_y,na,2006-07-01,3.16589342903938
trade_balance,gc_y,na,2006-10-01,2.20907335045792
trade_balance,gc_y,na,2007-01-01,3.84977007827473
trade_balance,gc_y,na,2007-04-01,5.42978653394652
trade_balance,gc_y,na,2007-07-01,4.46364335067234
trade_balance,gc_y,na,2007-10-01,0.874948347876242
trade_balance,gc_y,na,2008-01-01,-1.22335441801006
trade_balance,gc_y,na,2008-04-01,2.18935880868398
trade_balance,gc_y,na,2008-07-01,1.88638383436793
trade_balance,gc_y,na,2008-10-01,-3.1554970950075
trade_balance,gc_y,na,2009-01-01,-9.54314274084984
trade_balance,gc_y,na,2009-04-01,-5.02574878383935
trade_balance,gc_y,na,2009-07-01,-6.17448929395106
trade_balance,gc_y,na,2009-10-01,3.44003861527602
trade_balance,gc_y,na,2010-01-01,12.8957137110623
trade_balance,gc_y,na,2010-04-01,-0.762286348718605
trade_balance,gc_y,na,2010-07-01,-0.213206921174653
trade_balance,gc_y,na,2010-10-01,1.77416151785711
trade_balance,gc_y,na,2011-01-01,-0.230050922358319
trade_balance,gc_y,na,2011-04-01,2.96393806429935
trade_balance,gc_y,na,2011-07-01,-2.80826250050249
trade_balance,gc_y,na,2011-10-01,-6.72661614845111
trade_balance,gc_y,na,2012-01-01,-2.95283885095488
trade_balance,gc_y,na,2012-04-01,-0.11096872239504
trade_balance,gc_y,na,2012-07-01,4.42136715695191
trade_balance,gc_y,na,2012-10-01,7.41598152020032
trade_balance,gc_y,na,2013-01-01,0.541843394316587
trade_balance,gc_y,na,2013-04-01,6.66460695843458
trade_balance,gc_y,na,2013-07-01,2.7071903195404
trade_balance,gc_y,na,2013-10-01,0.264784919701622
trade_balance,gc_y,na,2014-01-01,3.54189635379817
trade_balance,gc_y,na,2014-04-01,-3.42502283220475
trade_balance,gc_y,na,2014-07-01,-0.615785640513013
trade_balance,gc_y,na,2014-10-01,1.52665975212296
trade_balance,gc_y,na,2015-01-01,-2.46463417414684
trade_balance,gc_y,na,2015-04-01,-1.29827416178595
trade_balance,gc_y,na,2015-07-01,2.27687381331449
trade_balance,gc_y,na,2015-10-01,-1.15282675661632
trade_balance,gc_y,na,2016-01-01,-1.23065165463945
trade_balance,gc_y,na,2016-04-01,2.87616328273674
trade_balance,gc_y,na,2016-07-01,0.0955959011227416
trade_balance,gc_y,na,2016-10-01,2.23113074693737
trade_balance,gc_y,na,2017-01-01,1.67912309546302
trade_balance,gc_y,na,2017-04-01,-0.0656978817360348
trade_balance,gc_y,na,2017-07-01,-1.53681181300851
trade_balance,gc_y,na,2017-10-01,0.679448375349168
trade_balance,gc_y,na,2018-01-01,6.66093536614625
trade_balance,gc_y,na,2018-04-01,0.0936499686457697
trade_balance,gc_y,na,2018-07-01,1.10193083629105
trade_balance,gc_y,na,2018-10-01,0.461243481051061
trade_balance,gc_y,na,2019-01-01,-0.015551663300637
trade_balance,gc_y,na,2019-04-01,0.368410530420162
trade_balance,gc_y,na,2019-07-01,3.56156482681689
exp,gc_y,na,1981-01-01,3.72729768099043
exp,gc_y,na,1981-04-01,4.6643869537627
exp,gc_y,na,1981-07-01,7.24280328730018
exp,gc_y,na,1981-10-01,13.0200432189362
exp,gc_y,na,1982-01-01,7.75418342004915
exp,gc_y,na,1982-04-01,3.03446291504853
exp,gc_y,na,1982-07-01,-6.08081693266219
exp,gc_y,na,1982-10-01,-7.31825082514482
exp,gc_y,na,1983-01-01,-7.82620325420802
exp,gc_y,na,1983-04-01,-4.35712785332769
exp,gc_y,na,1983-07-01,3.46672687548381
exp,gc_y,na,1983-10-01,4.07741604115877
exp,gc_y,na,1984-01-01,5.17240618308074
exp,gc_y,na,1984-04-01,8.8551227440078
exp,gc_y,na,1984-07-01,9.33265146614152
exp,gc_y,na,1984-10-01,4.38429155322195
exp,gc_y,na,1985-01-01,8.03583293706417
exp,gc_y,na,1985-04-01,0.875163878556027
exp,gc_y,na,1985-07-01,-0.560083395644889
exp,gc_y,na,1985-10-01,7.1241146502047
exp,gc_y,na,1986-01-01,1.43975946161224
exp,gc_y,na,1986-04-01,8.25786634811744
exp,gc_y,na,1986-07-01,0.43545955934257
exp,gc_y,na,1986-10-01,-6.46189719828075
exp,gc_y,na,1987-01-01,-3.32252231596888
exp,gc_y,na,1987-04-01,-6.40343500542199
exp,gc_y,na,1987-07-01,0.372448913374653
exp,gc_y,na,1987-10-01,5.05443421752534
exp,gc_y,na,1988-01-01,5.17440406930656
exp,gc_y,na,1988-04-01,2.19717027186401
exp,gc_y,na,1988-07-01,3.60019523357292
exp,gc_y,na,1988-10-01,2.02175940296434
exp,gc_y,na,1989-01-01,1.82365355209143
exp,gc_y,na,1989-04-01,4.94445991679455
exp,gc_y,na,1989-07-01,2.78054624914261
exp,gc_y,na,1989-10-01,0.55142534208287
exp,gc_y,na,1990-01-01,0.878469941696545
exp,gc_y,na,1990-04-01,2.53618147526314
exp,gc_y,na,1990-07-01,-0.106028387136989
exp,gc_y,na,1990-10-01,0.487960514857643
exp,gc_y,na,1991-01-01,0.390575088348639
exp,gc_y,na,1991-04-01,-2.87307996817416
exp,gc_y,na,1991-07-01,-0.079543019547312
exp,gc_y,na,1991-10-01,-0.160423705674768
exp,gc_y,na,1992-01-01,1.02122837706061
exp,gc_y,na,1992-04-01,1.99595141354151
exp,gc_y,na,1992-07-01,2.06046654741023
exp,gc_y,na,1992-10-01,1.24601058073561
exp,gc_y,na,1993-01-01,1.48450102108013
exp,gc_y,na,1993-04-01,-0.942801163723656
exp,gc_y,na,1993-07-01,-1.80190280999433
exp,gc_y,na,1993-10-01,0.184750423295586
exp,gc_y,na,1994-01-01,-1.29827765127743
exp,gc_y,na,1994-04-01,0.263566847527561
exp,gc_y,na,1994-07-01,1.27242692342884
exp,gc_y,na,1994-10-01,2.06041809803386
exp,gc_y,na,1995-01-01,1.43498917756702
exp,gc_y,na,1995-04-01,1.9508249966065
exp,gc_y,na,1995-07-01,1.58340071358907
exp,gc_y,na,1995-10-01,-0.192303632033907
exp,gc_y,na,1996-01-01,1.24604334979553
exp,gc_y,na,1996-04-01,0.278841527628355
exp,gc_y,na,1996-07-01,1.34013954149267
exp,gc_y,na,1996-10-01,2.11540921491453
exp,gc_y,na,1997-01-01,3.67472697757091
exp,gc_y,na,1997-04-01,6.81433147186561
exp,gc_y,na,1997-07-01,6.47838793785355
exp,gc_y,na,1997-10-01,7.64117519464276
exp,gc_y,na,1998-01-01,3.28374693889011
exp,gc_y,na,1998-04-01,2.83430592570659
exp,gc_y,na,1998-07-01,0.751781612343095
exp,gc_y,na,1998-10-01,-1.66101799906265
exp,gc_y,na,1999-01-01,-0.214794033889138
exp,gc_y,na,1999-04-01,0.0669724997008687
exp,gc_y,na,1999-07-01,2.64964628476999
exp,gc_y,na,1999-10-01,3.56575388722388
exp,gc_y,na,2000-01-01,5.92999990600077
exp,gc_y,na,2000-04-01,6.83234262453029
